"Number.of.times.at.bat.in.1986","Hits_percentage_in_1986","Home_run_percentage_in_1986","Run_percentage_in_1986","Runs_batted_in_percentage_in_1986","number.of.walks.in.1986","number.of.years.in.the.major.leagues","number.of.times.at.bat.during.his.career","Hits_percentage_carrer","Home_run_percentage_carrer","Run_percentage_carrer","Runs_batted_in_percentage_carrer","number.of.walks.during.his.career","player.s.league.at.the.end.of.1986","player.s.division.at.the.end.of.1986","player.s.team.at.the.end.of.1986","player.s.position.s..in.1986","number.of.put.outs.in.1986","number.of.assists.in.1986","number.of.errors.in.1986","player.s.league.at.the.beginning.of.1987","player.s.team.at.the.beginning.of.1987","Log_1987_salary"
-0.601753208812511,-0.167761281209296,-0.27714227273745,-1.96836226582742,-0.132281555800356,-0.0973415129507654,1.39523337462252,0.346130579200236,-0.871606896493026,-0.328915800969302,-1.4569509608596,0.0617916681216162,0.434505929323245,-1.05674287656708,-0.979298811377731,-0.656966448898067,0.391010824319567,1.21917406158576,-0.522195720926841,0.212946082952792,-1.07300664721864,-0.654164869824237,2.67669360962487
0.51156637264424,0.276479049145484,0.381019790931373,0.0429380107875755,0.636518845333414,1.60631003835121,-0.899485302343339,-0.452003604557064,0.783751188955912,0.470636601989864,-0.139747992214432,1.41310205236408,0.0103532647285308,0.942705875498693,-0.979298811377731,1.71948742895247,-1.22663170955082,2.10509535073637,-0.253379584939559,0.818403594483434,0.92841709901187,1.72176618865193,2.68124123737559
0.626971451209878,0.677702147483919,0.445148402263202,-0.401377448610319,0.816423472475286,-0.189430785994115,0.769401008177283,1.29908092791649,0.71833692744913,0.831293891152833,0.303311993799844,0.95313424370815,0.354977304711736,-1.05674287656708,1.01725612964819,-1.0763406626364,-0.302264547339171,-0.324043667902399,-0.742762806865125,-0.846604562225831,-1.07300664721864,-0.933686170821433,2.69897000433602
-0.561022004612874,0.264927028667408,0.261923798457967,-0.522372151540124,0.132105196665937,-0.51174324164584,-1.10809609115842,-0.989049510120879,-0.326148705986519,0.744396392133489,-0.325459172660743,-0.0578167805893024,-0.860674528635614,-1.05674287656708,1.01725612964819,-1.0763406626364,-1.22663170955082,1.83717560603356,-0.542873885233556,-0.69524018434317,-1.07300664721864,-1.07344682132003,1.96378782734556
1.29224778647062,0.685105928393848,-1.33536363000888,-0.621379082442303,-1.03314587739769,-0.281520059037465,0.769401008177283,0.765533692747222,-0.242668042360613,-1.58357057614854,-0.737340632925431,-1.29110714048112,-0.250955073280713,0.942705875498693,-0.979298811377731,1.43990461979358,-0.764448128444996,-0.0311180803606654,2.08325298171913,2.4834117511927,0.92841709901187,1.44224488765474,2.8750612633917
-1.48426263313798,-1.94844009493258,-0.869488130039381,1.12690387706555,-2.1370759482841,-0.926144970340915,-1.10809609115842,-1.06864426159695,-2.80209562476483,-0.961894786645317,2.65274506309705,-2.34628692237771,-0.894758224897689,-1.05674287656708,1.01725612964819,-1.0763406626364,-0.995539918997908,-0.767004312477704,0.0567928796611526,-0.241147050695189,0.92841709901187,1.58200553815333,1.84509804001426
-0.71715828737815,-0.547201229771137,-2.11999605101014,-1.65942274100675,-1.17100127429478,-1.57076988164436,-0.899485302343339,-0.939630790797825,-2.13164916287099,-2.22785275799733,-1.51677350124213,-1.40022575404259,-0.940203153247123,0.942705875498693,-0.979298811377731,1.30011321521414,-0.764448128444996,-0.606252465656021,1.13205742361028,0.0615817050701319,0.92841709901187,1.30248423715614,2
-0.547444936546328,-0.366227031345619,-0.244234169554004,-1.7334395021617,-0.690879234138299,-1.52472524512269,-1.10809609115842,-1.01310286908343,-0.446225125753486,-0.217213627026482,-1.61067294496519,-0.56596341757938,-0.955351462696934,-1.05674287656708,-0.979298811377731,0.0419905739991483,-0.764448128444996,-0.527662673876531,1.18030647365928,1.57522548389674,-1.07300664721864,0.0446383826687537,1.8750612633917
-0.0179392819510443,-1.03145711479827,0.45680814977809,0.280001792951587,1.00631564101241,1.09981903661278,1.18662258580744,1.11452606460384,-0.292113983549321,1.01100825410215,1.08667014885535,1.63431927123341,2.29396091428757,0.942705875498693,1.01725612964819,0.601156192316921,0.622102614872479,-1.03849632044321,-0.81858274265641,-1.30069769587381,0.92841709901187,0.603680984663146,3.04139268515822
1.15647710580516,0.451133184535981,0.681141691964354,1.61531800631855,0.127465681547141,0.823551217482734,0.560790219362205,0.863059129995374,0.754816140003878,-0.193277446895871,0.481299347534478,-0.28417094561902,0.862445671280411,0.942705875498693,1.01725612964819,0.321573383158035,-0.764448128444996,-0.188297663919645,2.24867829617284,2.02931861754472,0.92841709901187,0.32415968366595,2.71349054309394
